YEAR,INDICATOR_NAME,DATA_VALUE,DATA_SOURCE_NAME,DATABASE_NAME,PRODUCT,PRODUCT_DESCRIPTION,INDICATOR_TYPE,CATEGORY,CONTACT,FREQUENCY,AKFIN,ESR,STATUS_TRENDS,INFLUENTIAL_FACTORS,REFERENCE,PRELIMINARY,REPORT_CARD_TITLE,INTENDED_ESP_NAME,SUBMISSION_YEAR,GATE1_YEAR,GATE2_YEAR,REMOVED_YEAR,SIGN,WEIGHT,UNITS,INDICATOR_ORDER,REGION,TIME_START,TIME_END
2018,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,28070,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2017,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,36892,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2016,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,42907,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2015,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,39298,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2014,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,36892,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2013,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,36491,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2012,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,38897,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2011,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,38095,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2010,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,38496,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2009,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,42105,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2008,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,44912,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2007,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,38496,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2006,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,33283,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2005,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,40902,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2004,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,37694,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2003,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,38897,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2002,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,39699,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2001,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,57744,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2000,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,58546,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1999,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,60952,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1998,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,52932,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1997,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,43709,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1996,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,38095,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1995,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,33283,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1994,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,43308,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1993,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,45313,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1992,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,47719,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1991,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,42907,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1990,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,35689,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1989,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,42506,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
1988,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,34085,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Area_Occupied_SEBS_Survey,Minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in the spatial extent of snow crab are driven by bottom temperatures and cold pool dynamics in the EBS (Fedewa et al., 2020).","Fedewa et al., 2020",N,Calculated as the minimum area containing 95% of the cumulative male snow crab CPUE during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,9,NA,NA,NA
2023,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.33419387,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2022,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.46395119,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2021,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.65806435,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2020,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,NA,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2019,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.03449624,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2018,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.68630447,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2017,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.35837735,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2016,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.64940731,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2015,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.25329911,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
